Tên	Diện tích	Mức giá	Số phòng ngủ	Số toilet	Pháp lý	lat	lon
Bán Nhà 60m2  Shophouse mặt phố Tố Hữu,Vạn Phúc,Hà Đông,5 tầng	-0.2229542089868958	10.7	4	4	2	20.983685	105.77225
NHÀ DÂN XÂY CHẮC CHẮN, TỶ MỶ-10M Ô TÔ TRÁNH-HÀNG XÓM CỦA VIN SMARTCITY	-0.7905025741701623	4.0	4	4	2	21.008852	105.74392
Chung cư 1N+1 cạnh ĐH Vinuni và Vin Techno	-0.6424464789049624	1.45	2	1	-1	20.991941	105.94217
Chung cư Xã Đàn, Hồ Ba Mẫu, CV Thống Nhất full nội thất có bãi gửi xe	-0.5190663995172957	0.78	2	1	-1	21.01008	105.84101
CHÍNH CHỦ BÁN CĂN HỘ T10 189 NGUYỄN TUÂN 110M² 3 NGỦ 2 WC . 3.65 TỶ	1.0108465848897707	3.65	3	2	-1	21.004614	105.80408
Lê Trọng Tấn 65m2x5T, MT: 4,3m ngõ thông KD,Oto , 10m ra phố 9,35 tỷ	-0.09957412959922915	9.35	4	5	2	20.996315	105.8305
Bán Căn Nhà La Phù , Cách Aeon Mall - HĐ hơn 1 km, giá chỉ hơn 2 tỷ	-0.913882653557829	2.69	4	4	2	20.98146	105.73122
Tôi chính chủ,cần bán gấp tổ 5 Phường Đồng Mai.	-0.8892066376802957	0.2	3	3	2	20.930872	105.74098
HÀNG RẺ CĂN 2PN+1WC ĐỒ CƠ GIÁ 1.66 TỶ TẦNG ĐẸP TẠI VINHOMES OCEAN PARK	-0.2229542089868958	1.66	2	1	2	21.02097	105.93817
STUDIO 37M2 GIÁ 1.12 TỶ BAO PHÍ CÓ ĐỒ NHƯ ẢNH VINHOMES OCEAN PARK	-0.7905025741701623	1.12	1	1	2	21.02097	105.93817
Bán nhà Vân Canh xây 5 Tầng,4P Ngủ, view thoáng, giá 2.4 tỷ	-0.8398546059252291	2.4	4	3	2	21.03315	105.732185
Bán nhà đẹp ngõ 54 Dương Văn Bé: 37m x 5tầng, 3.3m mặt tiền.	-0.7905025741701623	4.8	4	3	2	20.998486	105.86866
Bán Nhà Mặt Phố Bắc Cầu 100M2, 4 Tầng, Gara ô tô, Mặt Tiền 5 M, Giá 7.	0.7640864261144374	7.09	4	3	2	21.067305	105.85769
🌈 BÁN NHÀ PHỐ NGUYỄN VĂN CỪ- GẦN CHỢ GIA LÂM - TIỆN ÍCH NGẬP TRÀN	-0.5684184312723625	2.9	3	2	2	21.045544	105.87189
Bán nhà sát phố Huế. 25m2 x 5T. Chỉ 2.15 tỷ. Sổ riêng. Hiếm. HBT	-1.0866147647005624	2.15	3	3	2	21.011517	105.85335
Chủ cần tiền bán gấp nhà phố Hào Nam, 39m, 6 tầng,đẹp,Nhỉnh 5 tỷ	-0.7411505424150957	5.5	4	4	2	21.027256	105.8327
Bán gấp nhà Thanh Am, hơn 2 tỉ có ngay nhà 5 tầng đẹp ở ngay	-0.9385586694353624	2.8	3	4	2	21.071964	105.900505
Bán căn hộ cao cấp Cầu Giấy Center Point 110 Cầu Giấy, Quan Hoa, HN	0.07315798154350417	3.95	2	2	-1	21.0318	105.79978
HƠN 2 TỶ NHÀ ĐẸP 4 TẦNG - GẦN NGÃ 4 THẠCH BÀN CỔ LINH	-0.913882653557829	2.89	3	3	2	21.02155	105.914764
Tôi chủ nhà cần chuyển đổi nhà ngõ 341/68 xuân phương . Dt. 42 m2 .5 t	-0.6671224947824957	4.25	7	5	2	21.034296	105.74465
Còn sót căn view hồ Thanh Hà giá yêu thương	0.07315798154350417	1.7	2	2	-1	20.952806	105.785
Bán nhà Kim Giang, dân xây, sổ vuông, ba gác đỗ, 36m, 4T, chỉ 3.89 tỷ	-0.8151785900476957	3.9	4	3	2	20.975101	105.82201
CHÍNH CHỦ CHỦ CẦN BÁN CĂN 3PN 82M2 CHỈ ~3,5 TỶ TẠI VINHOMES SMART CITY	0.3199181403188375	3.5	3	2	0	21.01006	105.7404
NHÀ ĐẸP NGÕ THỐNG NHẤT PHỐ ĐẠI LA HBT	-0.7905025741701623	4.8	3	4	-1	20.993782	105.84669
PHỐ MINH KHAI - NHÀ ĐẸP - NGÕ THÔNG - KINH DOANH - 4 CHỖ TẬN CỬA	-0.7411505424150957	4.8	3	4	2	20.995117	105.85655
Bán căn 134m2 ban công Tây Nam giá siêu mềm chỉ 3,x tỷ (x rất nhỏ)	1.6030709659505706	3.2	4	3	-1	20.94648	105.85583
Bán Nhà Trung Tâm Phúc Lợi 4 Tầng x 32m - 2.4 Tỷ	-0.913882653557829	2.4	3	4	2	21.04661	105.92365
Bán Căn Góc 2Ngủ HH1C View Hồ Nhà Full Đồ Sẵn Ở	-0.2969822566194958	1.54	2	2	-1	20.96003	105.83424
Căn hộ chung cư 66.68m2 2PN Moonlight An Lạc	-0.07489811372169582	2.84	2	2	0	20.999472	105.72045
Chính chủ bán nhà 43m2 oto đỗ cửa Vân Côn Hoài Đức	-0.6424464789049624	1.25	1	1	2	20.991737	105.67938
CHÍNH CHỦ BÁN NHÀ KIM NGƯU, NGÕ BA GÁC PHÓNG,NỘI THẤT SỊN , CHẮC CHẮN	-0.3216582724970291	5.5	5	4	2	21.000416	105.86199
NHÀ Ở MẶT ĐẤT SIÊU RẺ	0.023805949788437503	2.0	4	2	-1	21.012432	105.767395
Bán nhà ngõ phố chợ Khâm Thiên, 4 tầng, tặng nội thất giá 2,7 tỷ	-1.1606428123331622	2.7	3	3	2	21.019453	105.83857
Bán nhà Vĩnh Tuy, 48m2 x 5T x 5.3 tỷ,Ô TÔ ĐỖ CỬA-CÁCH Ô TÔ TRÁNH 30M	-0.5190663995172957	5.3	6	4	2	21.001831	105.87384
Chính chủ cần bán nhà 4 tầng tại Bích Hoà, Thanh Oai	-0.2969822566194958	2.8	4	3	2	20.91707	105.76446
Bán nhà phố Phương Liệt Thanh Xuân DT 30m 5 tầng 3 Ngủ hơn 4 Tỷ	-0.9632346853128957	4.5	3	4	2	20.994953	105.838455
Bán căn hộ 93m, 3 ngủ cực đẹp CT5 ĐN3, Trần Hữu Dực, Mỹ Đình 2	0.5913543149717041	3.6	3	2	-1	21.02957	105.76899
Căn góc 3PN thoáng đẹp, đầy đủ nội thất tòa Xuân Mai Riverside,Hà Đông	0.29524212444130415	3.1	3	2	2	20.98065	105.77902
NGUYỄN KHOÁI NHÀ MỚI Ô TÔ ĐỖ CỬA 30m/5TẦNG GIÁ 3,25 TỶ	-0.9632346853128957	3.25	3	4	2	20.994942	105.890686
bán gấp nhà mặt phố giải phóng 28/51m2 kinh doanh, oto	-0.9632346853128957	6.0	3	3	2	21.00867	105.82015
Bán nhà ở cạnh Trạm Bơm Yên Nghĩa 30m2, 3 tầng mới đẹp ở ngay chỉ hơn	-0.9632346853128957	1.95	3	3	2	20.970484	105.72045
Bán nhà phân lô 42m phố Hoàng Văn Thái, xây mới 4 tầng, 5.8 tỷ	-0.6671224947824957	5.88	4	3	2	20.99715	105.82169
Nhà 5Tx40m2,gần UBND phường BG,ôtô đậu cổng,7phút Bx Yên Nghĩa 1,85 tỷ	-0.7164745265375624	1.85	5	3	2	20.953777	105.75357
Bán nhà mặt ngõ, ô tô đậu, sổ nở hậu, 42m2x4 tầng, giá 5 tỷ	-0.6671224947824957	5.0	3	2	2	21.033953	105.785
Bán nhà Khâm Thiên 30m2 nhà đẹp ở ngay đủ công năng giá rẻ 3 tỷ	-0.9632346853128957	3.0	3	3	2	21.0266	105.83691
Chính chủ tôi bán nhà VŨ TRỌNG PHỤNG - NGUYỄN TRÃI 55m2 4T ngõ 3 gác	-0.3463342883745624	5.08	5	3	2	20.987139	105.7969
Chỉ 2.95Tỷ Có Nhà 30m2x5 Tầng Nhà Mới Đét Nam Từ Liêm	-0.9632346853128957	2.95	3	4	2	21.022554	105.77456
BÁN NHÀ THẠCH BÀN - 38M 5 TẦNG HƠN 2 TỶ - Ô TÔ GẦN	-0.765826558292629	2.79	3	4	2	21.02155	105.914764
EM BÁN NHANH CĂN 2PN/1WC GIÁ CHỈ 1 TỶ 580TRIỆU TẠI VINHOMES OCEAN PARK	-0.2229542089868958	1.58	2	1	2	21.02097	105.93817
Quá đẹp! Nhà Vĩnh Phúc,ô tô,kd,ngõ 3 gác,sổ nở hậu,mt rộng, 44,5m2*6T	-0.6177704630274291	5.5	4	4	2	21.044981	105.81073
🔥SIÊU PHẨM ĐỘI CẤN - 46m2x4tầng - 8 TỶ - NHÀ 3 MẶT THOÁNG - 3 BƯỚC RA	-0.5684184312723625	8.0	2	3	2	21.036339	105.81643
1,88  TỶ NHÀ Y HÌNH VĨNH HƯNG 34M 3T Ô TÔ ĐỖ CỔNG	-0.8645306218027624	1.88	3	2	-1	20.99434	105.87999
Bán Ngôi Nhà 5T Sài Đồng 48m²,tiện ích full,thông,vui chơi,giá 4,1 tỷ.	-0.5190663995172957	4.1	3	4	2	21.032959	105.90911
Chỉ 1.399 tỷ sở hữu căn hộ 1PN+1 full nội thất tại Vinhomes Ocean Park	-0.5190663995172957	1.4	1	1	2	21.02097	105.93817
Bán nhà đẹp Hoàng Ngọc Phách, ô tô, kinh doanh, 50m2x5T, nhỉnh 13 tỷ	-0.4697143677622291	13.3	4	4	2	21.015394	105.81269
Bán Căn Góc 2ngủ 72m View ĐN Nhà Đẹp Full Đồ Mới Như Ảnh LH ***	0.07315798154350417	1.78	2	2	-1	20.96003	105.83424
NGÕ THÔNG, NÔNG. TỨ LIÊN, TÂY HỒ. 52m- 4tầng- Giá 5,9 tỷ	-0.42036233600716244	5.9	4	4	-1	21.064287	105.834045
Sở hữu ngay căn 1N+1 full nội thất chỉ với 1.35 tỷ tại Ocean Park	-0.543742415394829	1.35	1	1	2	21.02097	105.93817
Phòng KD Đất Xanh MB mở bán căn hộ đẹp lung linh tại chung cư Eco City	-0.14892616135429582	2.26	2	2	-1	21.07658	105.90809
NHÀ QUAN HOA - CẦU GIẤY 4 TẦNG 70m2 CHỈ HƠN 6TỶ	0.023805949788437503	6.4	3	4	2	21.03677	105.80115
Nhà Huyền Kỳ Phú Lãm thoáng trc sau xây mới 4T vuông vắn giá nhỉnh 2tỷ	-0.8645306218027624	2.5	4	3	2	20.943756	105.75675
CẦN BÁN nhà, Hạ Đình ,Diện Tích 38M* Giá 3,6 tỷ	-0.765826558292629	3.6	3	2	2	20.988203	105.818184
Bán nhà Quốc Tử Giám 50m2 nhà đẹp mặt ngõ thông nở hậu 6 tỷ	-0.4697143677622291	6.0	4	4	2	21.027313	105.83537
BÁN CẮT LỖ_CHUNG CƯ N2 NGỌC HÀ_ĐỘI CẤN_BA ĐÌNH_SỔ HỒNG VĨNH VIỄN	-0.27230624074196247	0.69	2	2	2	21.03622	105.83053
Nhà xây độc lập, ngõ thông - ôtô qua 33m2x4 tầng gần bến xe Yên Nghĩa	-0.8892066376802957	2.55	3	3	2	20.954058	105.74098
Bán nhà Thụy Khuê	-0.6424464789049624	7.31	1	1	2	21.042912	105.822235
EM CẦN BÁN CĂN 2NG GÓC VIEW VINUNI GIÁ 2 TỶ 800TR.TẠI VINHOMES OCP	0.023805949788437503	2.8	2	2	2	21.02097	105.93817
Phạm Tuấn Tài, Cầu Giấy, phân lô, ô tô tránh đỗ cửa. Chỉ 12,38 tỷ	-0.09957412959922915	12.38	4	4	2	21.043877	105.80261
Bán nhà Phạm Ngọc Thạch 5 tầng ngõ rộng, gần hồ 40m2 chỉ nhỉnh 4 tỷ	-0.7164745265375624	4.1	6	5	-1	21.003044	105.82829
BÁN NHÀ ĐẸP TRUNG TÂM 2 MẶT THOÁNG ÔTÔ TRÁNH ĐỖ GẦN	-0.7411505424150957	3.59	4	4	2	20.996494	105.86235
Do gia đình đổi loại hình ở	-0.2229542089868958	1.6	2	1	-1	20.99715	105.82169
CÓ căn studio TO 32m, giá rẻ siêu việt 1.350 full đồ đẹp, vin smart	-0.913882653557829	1.35	1	1	2	21.01006	105.7404
Nhà đẹp phố Khương Trung, sát Hồ, 10m OTO, 40m, 4T, giá chỉ 4 tỷ hơn.	-0.7164745265375624	4.0	4	3	2	20.988735	105.818756
Chỉ nhỉnh 11 tỷ, có ngay liền kề Văn Phú mặt đường 24m, xe công đỗ cửa	0.5173262673391041	11.49	5	4	2	20.955591	105.765594
Bán nhà Mỗ Lao, phân lô 3 ô tô tránh, view công viên, 40m2, 8,6 tỷ	-0.7164745265375624	8.6	3	3	2	20.980408	105.78185
BÁN NHÀ 4.5 TẦNG 48M2 HẢI BỐI - ĐÔNG ANH, FULL NỘI THẤT, CHỈ HƠN 3 TỶ	-0.5190663995172957	3.6	5	4	2	21.110811	105.799675
🆙️ CHỈ HƠN 2 TỶ Nhà mới 4 tầng trung tâm Long Biên	-0.9632346853128957	2.55	3	3	2	21.04387	105.92843
CẤP CỨU! Mặt PHỐ Thuỵ Phương lô góc, kinh doanh, 50mx4t, 5.9tỷ	-0.4697143677622291	5.9	4	3	2	21.071556	105.771904
MP hoàng mai 6.5ti	-0.7164745265375624	6.5	5	3	2	20.98995	105.8542
cực hót Chung Cư Nguyễn Tuân dt 123m,3pn 2vs tầng cao	1.331634791297704	6.0	3	2	2	20.995922	105.80408
BÙI XƯƠNG TRẠCH, 32M2,5 TẦNG,4.8M ,NỞ HẬU, FULLl NỘI THẤT, NHỈNH 3 TỶ	-0.913882653557829	3.0	3	3	2	20.988735	105.818756
Bán gấp nhà đẹp,ô tô, Phố Hoàng Hoa Thám 55m2 - 4 tầng chỉ 5.78 tỷ	-0.3463342883745624	5.78	4	5	2	21.042078	105.81955
Tôi chính chủ cần bán nhà phố Lê Đức Thọ-Nam Từ Liêm.Dt33m giá 3.85 tỉ	-0.8892066376802957	3.85	3	4	2	21.023836	105.766556
Sẵn 1 tỷ_Có ngay căn hộ HH Linh Đàm, Full NT, view đẹp 68m2*2PN*2Wc	-0.025546081966629157	1.0	2	2	-1	20.967272	105.83225
NHÀ LẠC LONG QUÂN THÔNG VÕ CHÍ CÔNG,TÂY HỒ, 45M2 CHỦ THIỆN CHÍ HƠN 5TỶ	-0.7164745265375624	5.5	4	3	2	21.043877	105.80261
Cần bán căn hộ tập thể Nghĩa Tân, Cầu Giấy, 2ngủ, 55m2	-0.3463342883745624	1.8	2	2	2	21.04504	105.79218
TT BẮC THÀNH CÔNG, TẦNG 2, CĂN GÓC, VÀI BƯỚC CHÂN XUỐNG ĐƯỜNG LỚN	0.3445941561963708	2.45	3	2	-1	21.02089	105.81582
CHÍNH CHỦ BÁN CHUNG CƯ M22 LÊ DUẨN, ĐẠI CỒ VIỆT, BÁCH KHOA, Ở NGAY	-0.5190663995172957	0.6	2	1	-1	21.012306	105.84518
Bán nhà gần ngõ 190 Lò Đúc Full nội thất 33m2 x 4T, MT4, nhỉnh 4.2 tỷ	-0.8892066376802957	4.2	3	3	2	21.011024	105.85966
15M RA PHỐ  -  GẦN TRƯỜNG CHU VĂN AN CÁC CẤP- 36m2x4T, MT 3.5m - 5.9T	-0.8151785900476957	5.9	4	3	2	21.042912	105.822235
Bán nhà đẹp Hàng Cháo, ô tô gần, phố cổ, 15m2x5T chỉ nhỉnh 2 tỷ	-1.3333749234758956	2.55	2	3	2	21.03028	105.83381
LÁNG HẠ: LÔ GÓC, NHÀ MỚI. 40M X 5 tầng. Mt4.5m. Ngõ thông. Giá 6tỷ 9	-0.7164745265375624	6.9	3	4	2	21.010149	105.81202
Bán nhà ngõ 59 Hoàng Cầu - Phân lô ô tô - Lô góc mặt tiền - Ngõ thông	-0.5930944471498958	8.5	4	3	2	21.016464	105.822266
Bán nhà Quang Tiến-Đại Mỗ-Nam Từ Liêm-4 tầng-Dân xây-32m-gần ô tô-3 tỷ	-0.9385586694353624	3.0	2	3	2	21.003471	105.75857
Chính chủ Bán nhà mặt ngõ 190 Nguyễn Trãi cạnh Royal City, 50m2 MT 4m	-0.4697143677622291	7.0	3	2	2	21.004614	105.80408
tôi cần bán nhà Nguyễn Trãi Thanh Xuân, 45m2 x 5 tầng, 6 ngủ	-0.5930944471498958	3.75	6	4	2	21.004614	105.80408
Nhà đẹp, Lô góc 2 thoáng Hoàng Cầu, Đống Đa 45m2*4T	-0.5930944471498958	6.9	4	4	2	21.016464	105.822266
cân bán nha lien kề tân tây đô	0.5420022832166375	7.0	6	3	2	21.08767	105.71692
Bán nhà Trung Phụng, gần phố, ngõ nông, 3 ngủ full nội thất chỉ 2,55ty	-1.1606428123331622	2.55	3	3	2	21.016102	105.83555
Tôi có căn căn Studio muốn bán gấp	-0.913882653557829	1.45	1	1	-1	21.01006	105.7404
ĐỐNG ĐA NGÕ THÔNG XE BA GÁC ĐÁNH VÕNG	-1.2593468758432957	1.99	3	3	2	21.021208	105.83233
BÁN NHÀ NGÕ 67 Gốc Đề 27M2/ 4T NHỈNH 3 TỶ	-1.0372627329454958	3.06	2	2	2	20.994753	105.856285
BÁN GẤP ! 50m*7T chỉ 10.9 tỷ, nội thất xịn, 2 thoáng HOÀNG VĂN THÁI .	-0.4697143677622291	10.9	5	5	2	20.996315	105.8305
BÁN NHÀ PHỐ LƯƠNG KHÁNH THIỆN 56M X 5 TẦNG , NGÕ THÔNG ÔTÔ TRÁNH	-0.3216582724970291	8.5	4	4	2	20.984837	105.859856
Bán nhà Phố Thịnh Liệt quận Hoàng Mai.Ngõ ô tô đỗ cửa 10M ra phố	-0.8398546059252291	4.5	4	4	2	20.971184	105.847496
Ulatroi! Bán gấp nhà khu Lĩnh Nam, 3,8x tỷ, 42m mặt tiền 5.1m cực rộng	-0.6671224947824957	3.85	3	4	2	20.983126	105.87643
Bán nhà mặt phố Quan Nhân, 38m2, 5T, Gara Ô tô, KD sầm uất	-0.765826558292629	7.99	5	4	2	21.004614	105.80408
Cần bán GẤP căn hộ 100,95m2 Chung cư tầng 22 Smile Building	0.7640864261144374	4.3	3	2	2	20.98009	105.81885
NhàTrần Binh, Q.Cầu Giấy,35m*4T*nhỉnh 4 tỷ,nhà dân,2 mặt ngõ,lô góc	-0.8398546059252291	4.2	4	4	-1	21.039566	105.77407
Bán nhà Thái Hà 65m2 oto vào nhà vị trí đẹp mặt tiền rộng 15.5 tỷ	-0.09957412959922915	5.5	4	4	2	21.015102	105.81706
Đừng bỏ lỡ cơ hội sở hữu căn 2N 1VS BC đông nam giá chỉ 1.6 tỷ	-0.24763022486442912	1.6	2	1	2	21.02097	105.93817
TIN CHUẨN! Nhà 5 tầng,52.5m2, giá 3.x tỷ,gần Big C Long Biên,MT 4.5m	-0.42036233600716244	3.0	4	4	2	21.052362	105.87782
Nhà 4 tầng ngay sau UBND Phú Lương có chỗ gửi ô tô	-0.8892066376802957	2.3	3	3	2	20.93708	105.767395
💥💥💥 2 tỷ 450tr NHẬP KHẨU THỊ TRẤN ĐÔNG ANH - ĐƯỜNG 7m VỈA HÈ -GARA OTO	-0.8645306218027624	2.45	3	3	2	21.161114	105.84958
BÁN LỖ_CHUNG CƯ H2 CHÙA BỘC_THÁI HÀ_ĐỐNG ĐA 1-2-3P NGỦ 32- 62m2_ở ngay	-0.42036233600716244	0.65	2	1	2	21.006943	105.82954
Chính chủ bán căn hộ 1N+1 diện tích 47m2 chỉ 1,3 tỷ tại Vinhomes OCP 1	-0.543742415394829	1.3	1	1	2	21.02097	105.93817
BÁN NHÀ LÊ TRỌNG TẤN - THANH XUÂN - 52m, 5T, MT 4,8, 8,3 Tỷ..Phân Lô	-0.42036233600716244	8.45	5	5	2	20.995922	105.80408
Bán Nhanh căn Studio 31m2 full đồ giá chỉ 980tr tại Vin Ocean Park	-0.9385586694353624	0.98	1	1	2	21.02097	105.93817
Chỉ nhỉnh 2 tỷ có chung cư Xuân Mai - Tô Hiệu 2pn đủ đồ.	0.12251001329857082	2.2	2	2	2	20.95997	105.77707
BÁN CĂN HỘ DUPLEX CAO CẤP CÓ 1 0 2 – CC CAO CẤP HÀ ĐÔ – KĐTM DỊCH VỌNG	5.699289601621103	14.3	5	5	-1	21.034706	105.79234
Bán căn 2ngủ 72m View ĐN nhà đẹp full đồ mới sẵn ở	0.07315798154350417	1.79	2	2	-1	20.96031	105.82089
bán nhà tầng cao view nhìn ra biet thự và toà cao cấp M1	-0.6424464789049624	1.5	1	1	2	20.985228	105.9318
bán căn hộ HH Linh Đàm 2 ngủ 1,5 tỷ	-0.3216582724970291	1.5	2	2	0	20.96031	105.82089
Tôi cần bán nhà Lạc Long Quân Xuân La, oto vào nhà, 40m2 x 5 tầng	-0.7411505424150957	5.3	4	4	-1	21.057198	105.80515
Bán căn hộ 2pn giá 1tyxx tôn đức thắng- khâm thiên- hào nam	-0.4697143677622291	1.18	2	1	-1	21.019453	105.83857
bán căn 56.4m2 NOXH Hưng Thịnh, Kiến Hưng, giá Thương Lượng. SĐCC	-0.3216582724970291	1.45	2	1	-1	20.947645	105.78435
Phố Trần Duy Hưng - Lô góc - Nhà mới 6 tầng Thang máy - 20m ra phố	0.14718602917610416	16.8	4	5	2	21.010153	105.798836
BÁN CĂN HỘ 701, 508  CHUNG CƯ SỐ 1 NGÕ 199 HỒ TÙNG MẬU	0.7394104102369041	3.0	3	2	-1	21.034586	105.76299
(NEW) CẦN BÁN CĂN HỘ 2NG+1WC 60M2 GIÁ 1TỶ750TR.TẠI VINHOMES OCEAN PARK	-0.2229542089868958	1.75	2	1	2	21.02097	105.93817
BÁN NHÀ TRẦN THÁI TÔNG, 5 TẦNG, GẦN CV CẦU GIẤY	-0.8151785900476957	5.9	5	4	2	21.033953	105.785
Cần bán siêu phẩm 1 ngủ tòa CT8 Đại Thanh, Thanh Trì, HN- 45m2-sđcc	-0.5930944471498958	1.2	1	1	-1	20.933203	105.80848
Nhà đẹp Vân Canh. Xây đơn lập. Giá 2ty55	-0.8892066376802957	2.55	3	4	2	21.035702	105.73155
GIẢM SỐC! Giá nào cũng bán, Nhà đẹp dân xây, sổ nở hậu, 43m2*4t*4,2 tỷ	-0.6424464789049624	4.2	3	4	2	21.016212	105.83457
NHỈNH 2 TỶ SỞ HỮU CĂN HỘ 2N, CC 5A LÊ ĐỨC THỌ, VỊ TRÍ ĐỈNH	-0.025546081966629157	2.75	2	2	-1	21.029205	105.76853
Chính chủ tôi bán nhà HỒ BA MẪU 10m ra đường ôtô tránh ngõ thông 5tầng	-0.7411505424150957	5.29	4	5	2	21.006693	105.83563
BÁN CĂN HỘ SỐ 701 CHUNG CƯ SỐ 1 NGÕ 199 HỒ TÙNG MẬU	0.7394104102369041	3.0	3	2	-1	21.040308	105.763916
BÁN NHÀ KHƯơNG ĐÌNH - 55M2 - 3 TẦNG - 3 NGỦ - CHỈ NHỈNH 5 TỶ	-0.3463342883745624	5.6	3	3	2	20.988735	105.818756
BÁN GẤP_CHUNG CƯ H1 KINH TẾ QUỐC DÂN_PHỐ VỌNG_GIẢI PHÓNG_CÓ SỔ ĐỎ	-0.3463342883745624	0.7	2	2	-1	20.98618	105.84124
Bán nhà Trong Ngõ phố Đại La quận Hai Bà Trưng.Nhà sổ đỏ gần phố đẹp	-1.3333749234758956	1.58	2	3	2	20.996056	105.84813
Nhà 7 tầng có Thang Máy, Nguyễn Khang, Cầu Giấy 44m2, 7 tầng, 7 tỷ	-0.6177704630274291	7.0	5	5	2	21.010153	105.798836
NHÀ 33 M2 XÂY 6 TẦNG THANG MÁY, NGÕ 322 MỸ ĐÌNH GIÁ 4,5 TỶ	-0.8892066376802957	4.5	5	5	2	21.023146	105.76867
nhà mặt ngõ, ô tô 7 chỗ vào nhà, 3 ngủ vs rộng khép kín, có gác lưng	-0.6917985106600291	8.55	3	4	2	21.06825	105.7861
Nhà 2.35 tỷ đường Thanh Lãm- Phú Lãm, 5 tầng (33m2) gần BX yên Nghĩa	-0.8892066376802957	2.35	4	4	2	20.94897	105.74557
Bán biệt thự Quang Tiến-Đại Mỗ-Nam Từ Liêm-135m-3 tầng-ô tô vào nhà	1.6277469818281038	10.5	4	3	2	21.003471	105.75857
Chỉ 1.32 tỷ sở hữu ngay căn 1N+1, 47m2 tại Vinhomes Ocean Park	-0.543742415394829	1.32	1	1	2	21.02097	105.93817
Nhà nở hậu 40m2x4 tầng tại Hoàng Hoa Thám, ôtô cách 10m	-0.7164745265375624	5.1	3	2	2	21.037996	105.818756
Bán căn hộ chung cư đường võ chí công tây hồ, 2 ngủ full nội thất	0.023805949788437503	3.1	2	2	-1	21.076473	105.81169
2 tỷ mầm non- 30m*2T-Trần Hòa-Định Công- Full đồ-Nhà đẹp ngõ nông	-0.9632346853128957	2.48	2	2	2	20.978216	105.82426
CẦU CỐC-Ô TÔ VÀO NHÀ - MẶT TIỀN RỘNG - THOÁNG - NGÕ THÔNG TỨ TUNG.	-0.3956863201296291	4.5	2	2	2	21.008852	105.74392
P/lô Hoàng Văn Thái 35m X 5T,MT 4,1m oto đỗ cửa, 30m ra phố, 4 tỷ 7	-0.7905025741701623	4.7	3	4	2	20.996315	105.8305
Bán nhà Hồng Tiến 55m2 vị trí đẹp gara oto thang máy 10.5 tỷ	-0.3463342883745624	10.5	5	5	2	21.033766	105.880135
Bán nhà 3 tầng Biên Giang 1 tỷ 580 ô tô đỗ cổng	-0.8892066376802957	1.58	3	3	2	20.928316	105.72192
KHU PHÂN LÔ DÂN TRÍ CAO - HOÀNG QUỐC VIỆT -DT 56M – 5TẦNG - GIÁ 8.79TỶ	-0.3216582724970291	8.79	4	4	2	21.046526	105.79566
Rẻ NHƯ CHO 40%, Chỉ 11 tỷ, Đống Đa, 42m2, Mặt Hồ Ba Mẫu đẹp.Kinh Doanh	-0.6671224947824957	11.0	7	6	-1	21.01235	105.839195
Gia đình bán nhà mặt PHỐ TRƯỜNG CHINH vỉa hè rộng 7m 5T 63m2 12,9 Tỷ	-0.14892616135429582	12.9	5	4	2	21.003061	105.82059
3 TỶ MUA CH Ở ĐÂU NỘI THÀNH HÀ NỘI ?Quà tặng trị giá tới 600 tr	0.07315798154350417	3.0	2	2	-1	21.037548	105.73798
Bán nhà đẹp lô góc phố Thượng Thanh -ngõ ô tô, dt 68m2 , chỉ 3,98 tỷ	-0.025546081966629157	3.98	3	3	2	21.057487	105.88704
CHÍNH CHỦ BÁN NHÀ KĐT TÂY NAM LINH ĐÀM-LÔ GÓC-Ô TÔ-NỘI THẤT NHẬP KHẨU.	0.5173262673391041	12.5	4	3	0	20.962486	105.82257
Bán Trần Cung,Từ Liêm,Ngõ to rộng,gần Phố,Nhiều tiện ích, 35m*5T* 4tỷ	-0.8398546059252291	4.05	3	4	2	21.055117	105.78603
Dt58m mt4.2m có nhà cấp 4 lô góc ô tô nhỏ vào đất cách 10m ô tô tránh	-0.27230624074196247	2.15	3	1	2	20.985228	105.9318
Chính chủ bán nhà 31m2 x 4T xây mới phố Đại Đồng, Vĩnh Hưng	-0.9385586694353624	3.3	2	2	2	20.973791	105.840096
TRẦN QUỐC HOÀN 45m2x4tầng- LÔ GÓC 2 THOÁNG - CÁCH PHỐ 20M - OTO CHẠY V	-0.5930944471498958	9.0	5	3	2	21.033953	105.785
Bán nhà mỹ đình dt 38m x 6 tầng, tacxi vào đỗ cửa, đường Lê Quang Đạo.	-0.765826558292629	3.85	4	5	2	21.022554	105.77456
Chính chủ bán căn chung cư full đồ xem là ưng	-0.05022209784416248	1.65	2	2	-1	20.960173	105.79982
bán nhà thông minh tự tháo lắp	-1.0866147647005624	0.18	1	1	-1	21.14103	105.50958
Cần bán căn 1n+1 47m2 giá chỉ 1,3 tỷ tại Vin Ocean Park 1	-0.543742415394829	1.3	1	1	2	21.02097	105.93817
BÁN GẤP NHÀ 5 TẦNG - 83M2 - Ô TÔ TẢI VÀO NHÀ - KINH DOANH - NHỈNH 8 TỶ	0.3445941561963708	8.48	5	5	2	21.09236	105.78173
